target,ids,date,flag,user,text,sentiment,year
0,1469841004,Tue Apr 07 07:34:32 PDT 2009,NO_QUERY,jtkendall,"hmm, my local copy of a site is having intermittent DB connection issues with a live DB server, yet the beta of the same site isn't. ",negative,2009
0,1548491704,Fri Apr 17 21:06:05 PDT 2009,NO_QUERY,angyl,"When I saw the twit trending on virtual assistants, I was hoping down inside it was something to do with AI agents.  But no. ",negative,2009
0,1548606971,Fri Apr 17 21:26:02 PDT 2009,NO_QUERY,lantrix,Trying to patch WoW and the patch I need is on #gamearena but their sucky servers time out on download... ,negative,2009
0,1550751610,Sat Apr 18 07:09:33 PDT 2009,NO_QUERY,mystyleonfire,The www.iplt20.com site if down I believe. It shows a 503 Server Unavailable error. Whats the issue? ,negative,2009
0,1550807570,Sat Apr 18 07:19:26 PDT 2009,NO_QUERY,VectoryGroup,Rendering 1080p particle animations to put up on istock for sale... render farm maxed out need more servers...  ,negative,2009
0,1550900644,Sat Apr 18 07:35:03 PDT 2009,NO_QUERY,Aife_Earthstone,"*Remembers she has contaminated well water and has to find new housing.*  A big, dark, cloud just blocked that sunshine ",negative,2009
0,1551548376,Sat Apr 18 09:20:49 PDT 2009,NO_QUERY,benmunrowild,Why is my server always the one the dies ,negative,2009
0,1551702094,Sat Apr 18 09:45:08 PDT 2009,NO_QUERY,pezhore,@elvo86 About how many are there? I got stuck on-call this weekend and I'm working with a downed server right now. ,negative,2009
0,1553856728,Sat Apr 18 15:24:00 PDT 2009,NO_QUERY,jikes,"oookay, installation is done, no errors. but it doesn't work. nvidia and glx modules are not found ",negative,2009
0,1555697007,Sat Apr 18 20:26:26 PDT 2009,NO_QUERY,sduskis,Google AppEngine doesn't support JAXB or RESTEasy Client (no Sockets allowed).  No Service Bus on the Cloud ,negative,2009
0,1556355641,Sat Apr 18 22:31:24 PDT 2009,NO_QUERY,xcbsmith,"My nVidia card was giving me fits, so I pulled it. Now my P5E-VM is having a hard time believing it can do 1920x1200. ",negative,2009
0,1556402092,Sat Apr 18 22:41:58 PDT 2009,NO_QUERY,g_sf,@alexfigueroa ï¿½ My friend is at home  just texted her... ai' pa' l'otra,negative,2009
0,1557219211,Sun Apr 19 02:43:38 PDT 2009,NO_QUERY,rakh1,Server crashed - about 20 mins before a 3 hour copy ended - back to square one ,negative,2009
0,1557244901,Sun Apr 19 02:53:34 PDT 2009,NO_QUERY,bwvalentine,"out of 5,051 people, not one has been able to give me a response so far as to whether there are any GLBT friendly guilds or servers ",negative,2009
0,1557739621,Sun Apr 19 05:46:35 PDT 2009,NO_QUERY,tomasrestrepo,"Damn, weblog still down, but now giving Server Too Busy errors. Replacing files doesn't cause ASP.NET to recycle the appdomain ",negative,2009
0,1557961820,Sun Apr 19 06:44:42 PDT 2009,NO_QUERY,tta269,"@NguyenNoir ??c h?t c? b? r?i. Th?ng Starr ?y lï¿½c ??u mï¿½nh r?t trï¿½ng ??i nï¿½ s? lï¿½ lo?i villain c?ng c?a, ai dï¿½ cï¿½ng v? sau cï¿½ng pathetic. ",negative,2009
0,1558911803,Sun Apr 19 09:44:45 PDT 2009,NO_QUERY,scott_cover,Joy. Server go boom on a sunday. ,negative,2009
0,1559934639,Sun Apr 19 12:25:26 PDT 2009,NO_QUERY,grimnorth,@kateniz much darker down here  we have cloud cover in the east end,negative,2009
0,1563660580,Sun Apr 19 23:42:55 PDT 2009,NO_QUERY,pearcen_uk,@Leafybear heading up to The City from the South Coast gone from sun to cloud at Basingstoke northwards  Hope it gets to London later,negative,2009
0,1563881126,Mon Apr 20 00:41:53 PDT 2009,NO_QUERY,arinbjorn,"Ai, den sure ettersmaken av espresso fra Wayneï¿½s Coffee sitter i  Og appropos   http://bit.ly/OlPiW",negative,2009
0,1563881501,Mon Apr 20 00:41:58 PDT 2009,NO_QUERY,toandthen,ai yah... getting colder again ,negative,2009
0,1563904633,Mon Apr 20 00:48:28 PDT 2009,NO_QUERY,matthewwu,"lol, wow is down  server: thaurissan @ dragonblight ",negative,2009
0,1564030318,Mon Apr 20 01:25:03 PDT 2009,NO_QUERY,triciastrei,"Just finished writing my last paper for my AI class.  Unfortunately, it is also 4:24 AM. ",negative,2009
0,1564045907,Mon Apr 20 01:29:46 PDT 2009,NO_QUERY,iwandavies,"Don't you love technology. The across translation server I had deliver to by 8am crashed Fri night, and just crashed again mid-upload. ",negative,2009
0,1564188566,Mon Apr 20 02:13:39 PDT 2009,NO_QUERY,minisquido,"Sat on the balcony drinking coffee, sun is shining over Manchester not a cloud in the sky. Summer will b ovr by thurs BBC predicts rain ",negative,2009
0,1564342178,Mon Apr 20 03:01:04 PDT 2009,NO_QUERY,kikomonsterx,"cmon shaad. AI to Lakers is non-sense. will now have lunch, finally. not hungry anymore. arrrgh. ",negative,2009
0,1564450268,Mon Apr 20 03:32:57 PDT 2009,NO_QUERY,Papud,"So what to do, well im still sitting in my office chair, Im actualy doing something im twittering  and installing a server ",negative,2009
0,1564536323,Mon Apr 20 03:56:55 PDT 2009,NO_QUERY,mighty_quin,Please can you go and do something with one of our servers which is somewhere..... not the most helpful of requests ,negative,2009
0,1564558376,Mon Apr 20 04:02:14 PDT 2009,NO_QUERY,greenteadesigns,Much to my disappointment  Oh well. Now I get my body back for a bit before getting knocked up again! Silver lining on every cloud!,negative,2009
0,1565038711,Mon Apr 20 05:43:16 PDT 2009,NO_QUERY,withoutfeathers,"Between my browser and my mail servers, I'm never going to catch up on my e-mails. f I owe you e-mail, please don't hate me if it's late. ",negative,2009
0,1565130043,Mon Apr 20 05:58:55 PDT 2009,NO_QUERY,manfredbjorlin,A bit frustrated - have used all day to find an error in a server configuration. And it still doesn't work ,negative,2009
0,1565186448,Mon Apr 20 06:07:46 PDT 2009,NO_QUERY,crafter_oo,Server issues this morning  apologies if you've had problems accessing the site. But were back now! http://www.crafteroo.co.uk,negative,2009
0,1565321650,Mon Apr 20 06:28:28 PDT 2009,NO_QUERY,thisgoeshere,@smokedrinkdrive she did. in a cloud of twitter dust. ,negative,2009
0,1565873578,Mon Apr 20 07:44:27 PDT 2009,NO_QUERY,celebrith,So far it's a typical Monday   Power failure over the weekend took out a hub we used for printers.  Quasi-failure in an application server,negative,2009
0,1572835425,Mon Apr 20 22:43:47 PDT 2009,NO_QUERY,icebw22,"today is a epic outage day.  Email went down, site went down, and now smtp server went down.  Not good ",negative,2009
0,1572998127,Mon Apr 20 23:19:17 PDT 2009,NO_QUERY,number1pbefan,"Okay tweeps...Going to switch over to my server, so no more twitter for me for right now ",negative,2009
0,1573208241,Tue Apr 21 00:09:26 PDT 2009,NO_QUERY,Connway,My GPU's death is really untimely. Zeno Clash comes out tomorrow. ,negative,2009
0,1573394963,Tue Apr 21 00:58:30 PDT 2009,NO_QUERY,lurkingcat,Argh!  Locked out of own server!  Wish the guy responsible for domain maintenance toldl people before he starts doing weird stuff to AD ,negative,2009
0,1573507518,Tue Apr 21 01:30:02 PDT 2009,NO_QUERY,spinningbball,@midphase our website is down. seems the hosting company has some datacenter issues. that is the first time in over three years. ,negative,2009
0,1573540321,Tue Apr 21 01:39:25 PDT 2009,NO_QUERY,stuartheron,"In a cold datacentre.. With no windows, couldn't it have rained today ",negative,2009
0,1573541242,Tue Apr 21 01:39:44 PDT 2009,NO_QUERY,JimMcIntyre,@anthonyshort Servers are down tonight ,negative,2009
0,1573708349,Tue Apr 21 02:28:30 PDT 2009,NO_QUERY,MJ003,"Radio has shushed slowly into a whisper over the last week. Need batteries...yes, batteries, it's an old, old radio. Now just server-hum. ",negative,2009
0,1573805663,Tue Apr 21 02:56:56 PDT 2009,NO_QUERY,koltregaskes,"My computer decided to crash (bloody nVIDIA/VIsta drivers!!), now my Vista profile won't load and have had to create a new one!! ",negative,2009
0,1573856826,Tue Apr 21 03:10:57 PDT 2009,NO_QUERY,nghi1987n,"Photo: ???? (Sweetness in the Salt) Cï¿½ ai coi phim nï¿½y ch?a, hay vï¿½ c?m ??ng ghia.  Lyrics c?a nh?c th?t... http://tumblr.com/xmi1mmhzu",negative,2009
0,1573871693,Tue Apr 21 03:15:07 PDT 2009,NO_QUERY,thefleshfailure,Heh. Logged into Rhy at exactly the moment the servers went down for their weekly all-day maintenance. Score one for poor timing. ,negative,2009
0,1573874376,Tue Apr 21 03:15:52 PDT 2009,NO_QUERY,cullie,Stupid server maintenance. I was playing in Underbog. ,negative,2009
0,1573939627,Tue Apr 21 03:34:01 PDT 2009,NO_QUERY,woodywould,@CVSDude Server trouble? Down for a few hours now ,negative,2009
0,1574027025,Tue Apr 21 03:57:04 PDT 2009,NO_QUERY,s1cness,"Okay, #confluence install is erstmal auf eis. Muss erstmal nen tomcat server am start bringen. ",negative,2009
0,1676399807,Fri May 01 21:56:10 PDT 2009,NO_QUERY,clothes_girl,"@peschkaj I was telling a buddy about the link on facility9 re: server upgrade drinking game, but now I can't find it ",negative,2009
0,1677186828,Sat May 02 00:50:49 PDT 2009,NO_QUERY,violetbakes,"@cpritch  Good morning, no sun here its gone behind a big dark cloud ",negative,2009
0,1677213631,Sat May 02 00:58:28 PDT 2009,NO_QUERY,lorafemme,"@cindypepper I like too, but I prefer the winter, because here in Brasil ai almost ALWAYS summer, so, I'm sick a little ",negative,2009
0,1677271311,Sat May 02 01:14:19 PDT 2009,NO_QUERY,rm249,fuck... dewPixel Hosting server's HD crashed.... iWeb techs had to replace the HD and reinstall everything ,negative,2009
0,1677506302,Sat May 02 02:26:39 PDT 2009,NO_QUERY,violetbakes,I've now got @ClareAshford black cloud following me ,negative,2009
0,1677559071,Sat May 02 02:44:09 PDT 2009,NO_QUERY,fletch360,"Today (and tomorrow, and probably Monday) I shal be mostly upgrading UNIX servers.  So much for a restful weekend. ",negative,2009
0,1677567095,Sat May 02 02:46:53 PDT 2009,NO_QUERY,modernevil,I keep going in to FreeRealms literally moments before they take the servers down. ,negative,2009
0,1677678165,Sat May 02 03:23:17 PDT 2009,NO_QUERY,Ginnykayeo,"The sun is shining, the birds are singing, and there's not a cloud in the sky, what a perfect day to... Go over Promissory Estoppel ",negative,2009
0,1677696173,Sat May 02 03:29:24 PDT 2009,NO_QUERY,StaticEcho,just got upwanna play some eve but Servers down till 12ish ,negative,2009
0,1677811070,Sat May 02 04:06:53 PDT 2009,NO_QUERY,FISHKINZ,Head Server Tech banned me from the WhirlHost network - again. ,negative,2009
0,1677992503,Sat May 02 05:01:21 PDT 2009,NO_QUERY,guymauve,j'ai trouvï¿½ un superbe thï¿½me mais anglosaxon (sur theme forest) ,negative,2009
0,1678014436,Sat May 02 05:07:15 PDT 2009,NO_QUERY,Whitters411,is annoyed that the cloud keeps covering up her sun ,negative,2009
0,1679210133,Sat May 02 08:48:19 PDT 2009,NO_QUERY,subangel,trying to install PHP but all the tuts assume you know about servers - I dont  Totally stuck! Help anyone? please?,negative,2009
0,1680165161,Sat May 02 11:03:06 PDT 2009,NO_QUERY,xmalachi,Saints Row 2 is amazing. Server books aren't very fun to read  I've gotta learn something though for the new job.,negative,2009
0,1684757242,Sat May 02 21:57:36 PDT 2009,NO_QUERY,KayEss,"Got to mend the 1TB RAID array on our file server. /dev/sdc is down, but I don't know which physical disk that is  Backing up files first",negative,2009
0,1684845249,Sat May 02 22:13:26 PDT 2009,NO_QUERY,nacredata,iStat iPhone app remote for monitoring macs seems pretty cool. Don't think I'll use on prod server with such a weak pass though ,negative,2009
0,1684868294,Sat May 02 22:17:45 PDT 2009,NO_QUERY,daDOUBLEryl,Dinner at Muse in Kensington was the worse service I've ever had. Seriously dissappointed and the server didn't care two shits ,negative,2009
0,1685318689,Sat May 02 23:53:25 PDT 2009,NO_QUERY,waggawagga,@littlelexilee i didnt see you!!!!!!! boooo.... i would of loved to see you at cloud cult tonight! ,negative,2009
0,1685484990,Sun May 03 00:35:54 PDT 2009,NO_QUERY,yasminking,"oh dear, the sun has just been concealed by a nasty looking black cloud. So much for nice weather ",negative,2009
0,1685590093,Sun May 03 01:05:28 PDT 2009,NO_QUERY,lorddeath,"@sebskuse Bah  I have to wait til Tuesday, when the download servers will probably be killed  Not on MSDNAA, unfortunately.",negative,2009
0,1685766133,Sun May 03 01:58:24 PDT 2009,NO_QUERY,fletch360,"Sunsday ... And more UNIX Servers to play around with, and VCS Clusters to build ",negative,2009
0,1685768983,Sun May 03 01:59:18 PDT 2009,NO_QUERY,fletch360,"It's Sunday... And there's more UNIX Servers to play around with, and VCS Clusters to build.   ... I'd rather be out in the sunshine.",negative,2009
0,1686351082,Sun May 03 05:02:18 PDT 2009,NO_QUERY,MaddieFoo,A black cloud is following me  literally. xD,negative,2009
0,1686424192,Sun May 03 05:22:23 PDT 2009,NO_QUERY,minhg,Sigh managed to last the whole weekend before server finally went down at 10pm on Sunday ,negative,2009
0,1686653232,Sun May 03 06:17:14 PDT 2009,NO_QUERY,goeran,"My WHS (Windows Home Server) wont start, it's dead  Argh...",negative,2009
0,1686895397,Sun May 03 07:08:05 PDT 2009,NO_QUERY,kathrynevause,New computer is not compatible with the download from work that allows me to access their server. I'm so upset. Going IN to work now ,negative,2009
0,1687002423,Sun May 03 07:28:25 PDT 2009,NO_QUERY,suite_pee,"sitting in the garden, but a big black cloud has just appeared and blocked the sunlight! ",negative,2009
0,1688929600,Sun May 03 12:14:18 PDT 2009,NO_QUERY,ItsBrookeRyan, Rt @eonline David Cook's Idol Dies: AI's season seven winner loses his brother to cancer http://tinyurl.com/clg9fe,negative,2009
0,1690831333,Sun May 03 16:28:46 PDT 2009,NO_QUERY,GrumpyTech,forgot 2 bring home Vista SP2 from work  oh well plenty 2 do on the SBS 03 server I install a few days ago &amp; client has messed up already,negative,2009
0,1691052111,Sun May 03 16:59:10 PDT 2009,NO_QUERY,FakerParis,@Honest_bAbe No actually the blip server we uploaded them to is down right now. ,negative,2009
0,1691084782,Sun May 03 17:03:31 PDT 2009,NO_QUERY,TianaTopNotch,@BmoreSlim I know right! They spotted a funnel cloud! ,negative,2009
0,1692019130,Sun May 03 19:06:15 PDT 2009,NO_QUERY,Stix19,my dark cloud of bad luck found me again ,negative,2009
0,1693527257,Sun May 03 22:50:38 PDT 2009,NO_QUERY,qanuj,Phone Broken  lot to cover up this week. Still waiting on 8 MBPS and Server. its been long time.Good to be back to mumbai with Family,negative,2009
0,1693698034,Sun May 03 23:26:56 PDT 2009,NO_QUERY,aldellit,Just discovered one of the systems I'll be live demo-ing at #EdAust09 is moving servers an hour before my presentation ,negative,2009
0,1694127774,Mon May 04 01:12:48 PDT 2009,NO_QUERY,thenoirproject,MyCardboardLife.com 100% Operational again! Server transferring close to complete. Unrehearsed Riot will have down time tomorrow. Sorry. ,negative,2009
0,1694192125,Mon May 04 01:29:59 PDT 2009,NO_QUERY,cavang,8x GPU (4x GTX295) Linux Folding  GTX295 is 6 times more powerful than Intel Core i7 (with wine overhead) http://ur1.ca/3y4x,negative,2009
0,1694199205,Mon May 04 01:31:44 PDT 2009,NO_QUERY,roadcc,@DaveP_Twit not when you're server's down it isn't ,negative,2009
0,1694235758,Mon May 04 01:41:46 PDT 2009,NO_QUERY,kehers,dnamzonubley is up for private beta here: http://nubley.com so u can toy around it. its been a big work configurin d server. bn up al ngt ,negative,2009
0,1694286803,Mon May 04 01:56:04 PDT 2009,NO_QUERY,pinkmango77,@violetOS and my nabaztag:tag doesn't conncet to the violet server :/ worked all weekend..but today.. orange blinking nose ,negative,2009
0,1694415574,Mon May 04 02:31:29 PDT 2009,NO_QUERY,nyoronyolo,to French wankers http://tinyurl.com/coq2vg J'ai pas pu rï¿½sister ,negative,2009
0,1694420050,Mon May 04 02:32:39 PDT 2009,NO_QUERY,willwalters,@tferriss &quot;Safari canï¿½t open the page ï¿½http://www.timferriss.com/ï¿½ because Safari canï¿½t connect to the server ï¿½www.timferriss.comï¿½.&quot; ,negative,2009
0,1694429561,Mon May 04 02:35:18 PDT 2009,NO_QUERY,dv0rsky,"writing TOR for trainings once again - sent mail was lost, saved file - gone - synchronization with server went wrong ",negative,2009
0,1694638881,Mon May 04 03:31:10 PDT 2009,NO_QUERY,marcusbrose,"testing some automated mail notifications, but mail server seems to be pretty slow ",negative,2009
0,1694786539,Mon May 04 04:07:06 PDT 2009,NO_QUERY,grahamsavage,My Flexiscale server has been &quot;starting&quot; for 4 hours now.  Will it ever come online? ,negative,2009
0,1694904416,Mon May 04 04:33:13 PDT 2009,NO_QUERY,DonkeyBiscuits,@BigTastyBurger Yeah I noticed. DonkeyBiscuits is also down as is the server hosting website so can't contact technical support... ,negative,2009
0,1695130733,Mon May 04 05:17:36 PDT 2009,NO_QUERY,dshimoff,Been downloading Windows 7 since yesterday and now see the massive performance drop!  Couldn't MS make regional download servers? ,negative,2009
0,1751207642,Sat May 09 18:54:57 PDT 2009,NO_QUERY,steinbring,"Why not mail server like me? Dovecot was supposed to be the friendly, easy to use solution. ",negative,2009
0,1752307763,Sat May 09 21:34:20 PDT 2009,NO_QUERY,Aquarius26,"I learned that it you want to divide a server disk into two partitions, you should do it during setup. Trying to do it latter could cause ",negative,2009
0,1752858896,Sat May 09 23:14:04 PDT 2009,NO_QUERY,Lovelifemucho,"Accessing on cell &amp; got a no server access  But, its cool now!",negative,2009
0,1752997571,Sat May 09 23:44:23 PDT 2009,NO_QUERY,DCrocks88,"i'm thinking kris allen has more talent than he's getting credit for,i wish he'd win ai, doubt he will. ",negative,2009
0,1753155052,Sun May 10 00:21:20 PDT 2009,NO_QUERY,AshLaws,"Anyone know how to order resticted stuff on Amazon to Australia? It won't ship me 2 games, a book and a Windows Home Server ",negative,2009
0,1753330813,Sun May 10 01:07:11 PDT 2009,NO_QUERY,jconpoet,HAPPY MOTHERS DAY... AVRIAL CLOUD I LOVE YOU... EXPECT A CALL... AND  PLEASE DON'T CUSS ME OUT ABOUT YESTERDAYS CALL... PLEASE DONT... ,negative,2009
0,1753458988,Sun May 10 01:44:34 PDT 2009,NO_QUERY,mgcarley,Gah. Hate server outages. Mail AND sites are down ,negative,2009
0,1753474206,Sun May 10 01:49:16 PDT 2009,NO_QUERY,pinkbunny69,"bloody hell the initial sunny start is gradually disapearing behind a grey curtain of cloud, great ",negative,2009
0,1753712537,Sun May 10 03:02:36 PDT 2009,NO_QUERY,buriguri,who needs sleep. Done setting up SuSE pxeboot install server at home at 3:00am ,negative,2009
0,1753758400,Sun May 10 03:17:27 PDT 2009,NO_QUERY,saltire_,"PitlaneFanatic is down  .. looking into it with server host, hope it's back up in time for the race",negative,2009
0,1753828615,Sun May 10 03:39:57 PDT 2009,NO_QUERY,fwdIT,@Gimley Updated a server yesterday which decided it didn't need NICs anymore. Customer wants to work on it tomorrow morning ,negative,2009
0,1753935138,Sun May 10 04:12:17 PDT 2009,NO_QUERY,foxiehaha,"Flipping cloud cover, got goosebumps on my goosepimples now ",negative,2009
0,1754030646,Sun May 10 04:39:31 PDT 2009,NO_QUERY,Podpodley,@Mangowe Not too bad for a Sunday  Lots of black cloud around though now ,negative,2009
0,1754199405,Sun May 10 05:23:05 PDT 2009,NO_QUERY,velvethammer,@OrenTodoros Yes my site is down Servers issues out the kazoo ,negative,2009
0,1754399887,Sun May 10 06:08:13 PDT 2009,NO_QUERY,isdown,[at]OrenTodoros Yes my site is down Servers issues out the kazoo  http://bit.ly/MbeNW,negative,2009
0,1754466479,Sun May 10 06:22:08 PDT 2009,NO_QUERY,PhickOTM,Just found out my site is down. We have to migrate to a new server. It should be back up by Tuesday.  ,negative,2009
0,1754474704,Sun May 10 06:23:49 PDT 2009,NO_QUERY,dorahgt,"cï¿½ ai ? long thï¿½nh, ??ng nai khï¿½ng, mï¿½ th? 3 thi h?c kï¿½ n?a ch? ",negative,2009
0,1754516140,Sun May 10 06:32:14 PDT 2009,NO_QUERY,michaeljbassett,Cloud cover too low - can't go gliding ,negative,2009
0,1754590899,Sun May 10 06:46:51 PDT 2009,NO_QUERY,nuttychris,@ComedyQueen i no  but we still in it #TwitterTakeover hope fully if we can keep it in the cloud it will b on the list of special people,negative,2009
0,1754595967,Sun May 10 06:47:50 PDT 2009,NO_QUERY,ComedyQueen,@nuttychris when i looked just now it wasnt int he cloud  everyone is quiet  #TwitterTakeover,negative,2009
0,1754622375,Sun May 10 06:52:48 PDT 2009,NO_QUERY,WahooPooh,ComedyQueen i no  but we still in it #TwitterTakeover hope fully if we can keep it in the cloud it will b on the list of special people,negative,2009
0,1755709028,Sun May 10 09:49:43 PDT 2009,NO_QUERY,jonjones,"@bbrathwaite hahhah! I tried making my tweets public and running my feed through there, but it can't pick up *any* tags or make a cloud. ",negative,2009
0,1759498319,Sun May 10 19:20:45 PDT 2009,NO_QUERY,leonniefm,ai ai..@Ruby1201 I'll DM you the party address. I'd like to offer you a slice of her brain.. but it's so young &amp; tasteless.. so shame ,negative,2009
0,1760338257,Sun May 10 21:16:01 PDT 2009,NO_QUERY,ajamaica,Server B down ,negative,2009
0,1770615411,Mon May 11 21:47:55 PDT 2009,NO_QUERY,pmbaird,@TiVo i miss my tivo... my toshiba dvd-r + tivo media server died in a recent cross country move ,negative,2009
0,1770920363,Mon May 11 22:37:47 PDT 2009,NO_QUERY,reneram,"After wondering why I was smelling burning plastic and sniffing the 500 electronics in my office, my server died...mystery solved ",negative,2009
0,1771127866,Mon May 11 23:17:02 PDT 2009,NO_QUERY,junicole,"yooo why am i still up?!! work in the morning  i'm trying to tell myself, &quot;go to sleep ju&quot;.. but it just ai'nt workingg. new apartment ",negative,2009
0,1791738624,Wed May 13 20:57:44 PDT 2009,NO_QUERY,lokalemom,Think I overheard who got voted off AI on my way to room to watch it after being so careful not to get on internet or fb!   we'll see!,negative,2009
0,1792042887,Wed May 13 21:56:13 PDT 2009,NO_QUERY,bmichelle,@TonyKingisFunny Like...I'm trying to find a silver lining in that cloud...BUT....nothing about that sounds good...sorry ,negative,2009
0,1792323210,Wed May 13 22:48:18 PDT 2009,NO_QUERY,jcleblanc,working out how to handle an uploaded file on the server...I might have to read the documentation  I hope not #yui,negative,2009
0,1792442388,Wed May 13 23:08:55 PDT 2009,NO_QUERY,Dancndiva9,@urrrica that would be heaven to me lol Vicodin puts me on cloud 9 lol! Im sorry dear  go to sleep,negative,2009
0,1792532970,Wed May 13 23:25:26 PDT 2009,NO_QUERY,mvaradhan,Facing problem in installing software in Ubuntu jaunty... getting error could not be retrieved some packages from server ,negative,2009
0,1792685790,Wed May 13 23:54:36 PDT 2009,NO_QUERY,goodpasterdupre,"Missed tonight, wish they had AI on DVR ",negative,2009
0,1792694700,Wed May 13 23:56:23 PDT 2009,NO_QUERY,easterjv,"@TheListBuilder Hi there, I followed the link in your direct reply, but either your server is off air or your link has died ",negative,2009
0,1792915276,Thu May 14 00:41:16 PDT 2009,NO_QUERY,arvinchester,is not happy with AI's top 2. ,negative,2009
0,1792929680,Thu May 14 00:44:27 PDT 2009,NO_QUERY,m2monkeyb,"work server down all day = more time for sewing, but a long night getting the work done now ",negative,2009
0,1793237562,Thu May 14 01:54:48 PDT 2009,NO_QUERY,koreansmile,okay. someone just spilled the news of who got eliminated in AI.  can't they just wait for later? ,negative,2009
0,1793426621,Thu May 14 02:39:10 PDT 2009,NO_QUERY,mikoblanco,going to watch AI now even though i already know who got eliminated ,negative,2009
0,1793516825,Thu May 14 03:00:00 PDT 2009,NO_QUERY,OJB,@nstanger Good deal on the G5! Should be a good server. Mine's just an old dual G4. A bit slow on some big MySQL queries. ,negative,2009
0,1793705474,Thu May 14 03:42:18 PDT 2009,NO_QUERY,msadele,im learning that AI is very difficult to use ,negative,2009
0,1793769198,Thu May 14 03:55:46 PDT 2009,NO_QUERY,maxertheboxer,not watching AI anymore. I SUCK ,negative,2009
0,1793788731,Thu May 14 03:59:51 PDT 2009,NO_QUERY,pjcaranzo,"Watched AI. Gokey left.  I was hoping for a Kris-Danny finale, I just don't like Adam. Peace!",negative,2009
0,1793901934,Thu May 14 04:21:40 PDT 2009,NO_QUERY,marcjenkins,More server nightmares. ,negative,2009
0,1793906454,Thu May 14 04:22:30 PDT 2009,NO_QUERY,MitchBartlett,Why have IMG Spark's servers been pretty much down for like a week? Really annoying. ,negative,2009
0,1794316253,Thu May 14 05:31:19 PDT 2009,NO_QUERY,SAScharschmidt,I'm bummed out that Danny Gokey was voted off AI last night. ,negative,2009
0,1794322231,Thu May 14 05:32:10 PDT 2009,NO_QUERY,adean,@holytshirt no - my SQL Server is acting up on the host machine ,negative,2009
0,1794384386,Thu May 14 05:41:16 PDT 2009,NO_QUERY,pensieve17,is is watching AI replay. Bye Danny Gokey.  and good luck to Kris and Adam.  http://plurk.com/p/trgqj,negative,2009
0,1794456229,Thu May 14 05:51:22 PDT 2009,NO_QUERY,yuvalgo,"@liran_zelkha But you need an SQL server for it, ",negative,2009
0,1795089739,Thu May 14 07:08:23 PDT 2009,NO_QUERY,mrPCDAVID,"@RyanSeacrest is it true that danny gokey didn't  make it to the top 2?  i wasn't able to watch AI, my freinds just told me,  ",negative,2009
0,1795953972,Thu May 14 08:38:45 PDT 2009,NO_QUERY,tom_cho,"@missyjack: Link doesn't work  &quot;*Not Found*... URL was not found on this server. Additionally, a 404 Not Found error was encountered...&quot;",negative,2009
0,1822354346,Sat May 16 19:23:00 PDT 2009,NO_QUERY,amandabr04,"ai, ai!       22h22 make a wish ;)",negative,2009
0,1823766000,Sat May 16 22:55:11 PDT 2009,NO_QUERY,lockevn,hot rain cloud hot again and again. I play a bad match  #tennis,negative,2009
0,1824114239,Sun May 17 00:05:39 PDT 2009,NO_QUERY,MusicMan_,@radio_t ???-?? ?? ???????????  Bad RequestYour browser sent a request that this server could not understand.,negative,2009
